.id	ID	SEX	GER	LIN	MADRE	PADRE	AGE	P49	line	selection	IS_PM	IS_NSL	IS_PNS	PM_ZS	PM_ZI	PM_MT	NSL_NA	NSL_ZS	NSL_ZI	NA_BR	NA_PNS	BR_PT	BR_APET	PT_APET	PT_BA	PT_EAM	PT_ZYGO	PT_TSP	ZS_ZI	ZI_MT	ZI_ZYGO	ZI_TSP	MT_PNS	PNS_APET	APET_BA	APET_TS	BA_EAM	EAM_ZYGO	ZYGO_TSP	LD_AS	BR_LD	OPI_LD	PT_AS	JP_AS	BA_OPI
control.t	270266	F	55	t	260882	261071	153	36	t	control	4.7367007336	2.8285816271	12.3552759929	8.3954173257	9.7164240211	7.2457712721	9.510993216	12.8957792752	14.88048713235	6.75758495825	7.8697308586	4.06690751015	7.763446298	8.2964713829	10.87790219575	8.26941323235	5.82666186865	2.85216112735	2.48388100505	4.9119369184	2.39238094915	3.8885757117	1.7611994067	4.58539364685	4.1608544359	3.96879303985	5.6753287402	4.8680303907	3.76730859485	6.5762922509	7.6777468079	3.7124219571	7.0291732425	4.80749385055	4.14406519915
control.t	270268	F	55	t	260914	261109	168	29.7	t	control	4.83412501605	3.04678696385	12.6804785196	8.42768925775	9.71780143405	7.29901486155	8.92558221675	13.24958539535	15.34979120755	7.2142939247	8.56671024305	4.2979711098	8.2671053796	8.7217047185	11.403394876	8.44898895745	6.27480988065	2.9851023139	2.76352187245	4.6231132948	2.3517879727	3.88530057655	1.9017339839	4.49178356915	3.8883055664	4.034780892	6.14603639915	4.90607282325	3.73573410935	6.7339452297	7.7152032284	3.45473091305	7.6402983763	4.55695825905	4.26379468335
control.t	270270	F	55	t	260914	261109	153	28	t	control	4.75195482015	2.8834906427	12.30280850615	8.18816725465	9.4173479227	7.002000624	9.45458891735	12.81811478105	14.8727834292	7.0239399791	8.02296291565	4.31919609025	8.0377754852	8.63539866925	11.20736786655	8.3201466232	6.3019264121	3.0059238148	2.779206157	4.42348384295	2.50622491345	3.94223195455	1.9816290492	4.3730684666	4.07846645565	4.01291988095	5.6852738754	4.55626087555	3.87063611005	6.45192891455	8.12171351385	3.9600903189	7.53942407825	4.86324837735	3.9497515948
control.t	270280	F	55	t	260916	261033	168	27.7	t	control	4.8600879036	3.14790228585	12.33091023285	8.5377849137	9.6684232886	7.21718324515	9.37794509285	12.7135105057	14.95326021015	6.97405457295	8.64242571665	3.87637452845	8.4149830724	8.80670283245	11.30677568165	8.79126304305	6.3330465249	2.9154385061	3.03093241455	4.87169112665	2.37704790605	4.18478820225	1.85813476005	4.41826079665	4.08976658355	4.095896169	5.50603435615	4.72371858645	4.0701644034	6.7090089442	7.9297118811	3.3497977112	7.4773535937	4.76846542515	4.0397437857
control.t	270281	M	55	t	260882	261071	153	33.3	t	control	4.6589681417	3.2020223372	12.07496578815	8.0030868807	8.9039120133	6.8459186139	9.5997898243	12.54824887045	14.35619383755	6.7148661962	8.07809487905	3.8267724831	7.7263840871	8.3573092661	10.72136610485	7.95368389855	5.9766903238	3.0171007158	2.60665203455	4.6163070911	2.2484957447	4.02465206015	1.8679251537	4.4298091079	3.7641701436	4.04806143865	5.7284246307	5.2179890845	3.5521691446	6.4378120649	7.444113839	3.9923042585	7.42222692515	3.7454397173	4.18744966055
control.t	270282	F	55	t	260916	261033	116	28	t	control	4.2984340312	2.80993881885	11.63660047305	8.3099760338	9.42945629495	7.1330683876	8.9662596774	12.02844271795	14.2160279066	7.2570537127	8.2241263437	3.89661167415	8.28248226585	8.58724745365	10.9281932759	8.3611355534	6.18661698645	2.868808309	3.08371889195	4.592007035	2.4506362252	4.1562622583	1.85123147995	4.19971475095	4.0764169714	3.94154072005	5.38319828255	4.38946583835	3.999620875	6.3942327089	7.10341941905	3.3804559831	7.31995974115	4.6801168647	4.2273478776
control.t	270283	M	55	t	260882	261071	116	35.6	t	control	5.0145380268	2.97963382305	12.27295920665	8.0902544366	9.1967685732	6.7105538345	9.40895036325	12.31051471545	14.64970387925	6.9880071485	8.7407958139	4.037863659	8.42157976235	8.66464373325	11.05986534245	7.8041427657	6.1719536249	2.9381120831	3.2352557567	4.72922360785	2.3757772981	3.86897514865	1.88414519985	4.45184904185	3.89664865625	4.18274204015	5.74019120655	4.2771620351	3.7211602922	6.57627081355	7.2474406086	3.7579793512	7.3147380318	4.607926405	4.18629374325
control.t	270285	M	55	t	260882	261071	116	34.7	t	control	4.0740634734	2.60940224055	11.2176940146	7.63367781715	9.3361433348	6.8072964974	7.97814320005	11.62527854545	14.1099190953	7.50872652505	8.42029483825	3.75540098295	7.5560631725	7.9338960522	10.2058744629	7.7087234235	5.55399322075	2.78193382545	2.8212211313	4.3427730169	2.1051362115	3.321471289	1.7722285625	3.8852619486	3.99584863005	3.9968560532	5.37668136345	4.39006526145	3.4206129293	6.0154876267	6.5346968202	3.539437994	6.9167553698	4.1027822472	4.0744882283
control.t	270287	M	55	t	260882	261071	111	36.8	t	control	4.48627850285	2.85642652795	12.17691127355	8.27559723405	9.77599149475	7.3994420883	9.3387029123	12.53155319935	14.659170435	6.56943261905	7.81175248675	4.5916424978	7.54943892235	8.1014552481	10.70900888095	8.08954045525	5.89461184515	2.9548525403	2.4683038614	4.94595963115	2.36901475005	3.7968067689	1.7819092188	4.01907598135	4.2675376684	4.36437064815	5.564758994	4.5817291343	3.814121903	6.80503217495	6.82396176345	3.4795887183	6.93907555315	4.3680476594	4.1105160873
control.t	270289	M	55	t	260882	261071	111	38.5	t	control	4.8887401987	2.8608126704	11.86258490545	7.4408601489	9.30805970305	6.6609066661	9.1124863221	12.3635983088	14.780184245	6.8202852275	7.3835727056	4.06054348315	6.7620030267	7.9983939188	10.20892736065	8.34811206665	5.9276591479	3.0663439225	2.7023892553	4.9548015633	2.39188838735	3.9188813367	1.74529747555	4.2044244041	3.89321041315	4.43425228545	5.67660250845	4.42988409505	4.0074631857	6.85531912275	7.31973306905	3.6710626966	6.98591882025	4.24871986595	3.95043207565
control.t	270290	F	55	t	260876	261063	115	16.7	t	control	4.85373031655	2.65913123435	11.84441340855	7.7030527786	8.27706704365	6.749984929	9.25081474055	12.09256518955	13.66532339495	6.935000474	8.8294557411	4.0689756333	8.46388500995	8.7179035239	11.3845539706	8.45226390155	6.39439251415	3.1749607389	2.76860276305	4.37951836875	2.61530016125	4.18450912825	1.7790685195	4.41059317135	4.005423892	3.8911361345	5.73052310795	4.99493209045	3.7622491488	6.9531335717	7.90975872895	3.76587823435	8.20460434995	4.26420737345	4.00346605505
control.t	270292	F	55	t	260876	261063	159	19.3	t	control	4.90023703155	2.9070497533	12.3241113733	8.26111622835	9.32965684395	7.1551361134	9.1894316347	12.19040410865	14.56241304215	6.8559663354	8.9767604123	3.7015395801	8.596970401	9.0324956696	11.8112133992	8.8577778931	6.5353129059	3.13405960805	3.5250550432	4.7398496146	2.50707338985	4.27336179985	1.92592829775	4.3159818878	4.118220817	4.1571368687	5.689394417	4.6005567962	4.3626297866	6.53340212675	7.59192148215	4.3375752041	7.37926685035	4.3299350602	4.0276357944
control.t	270294	F	55	t	260876	261063	152	20	t	control	4.6073712981	2.85467760275	12.2469024854	8.2125186758	9.1080008409	7.165955258	9.40158034125	12.4546965664	14.2809194629	7.0432933485	8.33524210155	4.24236310635	8.2449064606	8.74607055705	11.382266108	8.29200160545	6.29759650465	3.37793040255	2.85936910875	4.4507938585	2.5553348851	3.67565916915	1.88685901275	4.30794482465	3.93843905485	4.08743703315	5.6136932191	4.40399556105	3.7141588184	6.78083304725	7.1049459715	3.67364073545	7.4030487727	4.2209590803	4.046820775
control.t	270300	F	55	t	260932	261075	115	18.7	t	control	4.4319466345	2.665945214	12.02701488	8.4766284401	9.5053052863	7.1797064607	8.42234358195	12.38924357415	14.27772120615	7.1233372328	8.3254404904	3.73114266875	8.2967636943	8.70948180065	11.16739622895	8.64117656905	6.27741895165	3.2015046327	2.763382752	4.6637996116	2.2836480599	3.8565625786	1.83065101395	4.11464961845	3.86559822455	3.9987195167	5.3734773199	4.32423559	3.8422979721	6.5511652768	7.553326231	3.7642275033	6.6911513109	4.6593922463	4.32849454255
